Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J3,Conn_01x05_MountingPin,JST_SH_SM05B-SRSS-TB_1x05-1MP_P1.00mm_Horizontal,113.6,-95.3,270.0,bottom
